DD,reach,runjday,avgrunjd,period,year,season,month,day,sampling,NO3eff_total,NO3,NH4,SRP,Q,deltaQ,w,rchw,L,area,NO3load,LNO3prop,NO3dwnup,LNO3pred,LNO3PO,LNO3OP,LNO3dif,delNO3L,NO3eff,UNO3
0,,1588,1588.166667,1,1990,2spring,5,8,70,,0.05,0.04,0.02,2.77,,8.9,,,,11.97,0.07,,,,,,,,
42.34,1,1589,1588.166667,1,1990,2spring,5,9,70,6.418546366,0.18,0.005,0.012,5.71,2.94,28.8,18.9,44.9,846361,88.8,0.55,7.42,24.67,0.28,3.6,64.13,76.84,6.42,90.78
70.99,2,1589,1588.166667,1,1990,2spring,5,9,70,6.693400167,0.17,0.02,0.026,6.27,0.56,25.9,27.3,19.9,544318,92.09,0.57,1.04,97.51,1.06,0.94,-5.42,3.29,0.04,6.05
86.71,3,1589,1588.166667,1,1990,2spring,5,9,70,7.765246449,0.06,0.005,0.018,20.24,13.972,43.4,34.6,24.4,844682,104.92,0.65,1.14,297.29,2.83,0.35,-192.36,12.83,0.14,15.19
175.05,4,1587,1588.166667,1,1990,2spring,5,7,70,10.31829574,0.05,0.005,0.025,31.36,11.116,41,42.2,78.6,3315609,135.48,0.84,1.29,162.57,1.2,0.83,-27.1,30.55,0.29,9.21
195.59,5,1587,1588.166667,1,1990,2spring,5,7,70,12.52046784,0.03,0.005,0.016,62.44,31.08,63.3,52.1,29.2,1522318,161.84,1,1.19,269.74,1.67,0.6,-107.9,26.37,0.19,17.32
0,,1601,1601.5,1,1990,2spring,5,21,71,,0.03,0.03,0.02,2.86,,8.9,,,,7.41,0.08,,,,,,,,
42.34,1,1602,1601.5,1,1990,2spring,5,22,71,4.566801619,0.11,0.005,0.007,4.34,1.484,28.5,18.7,44.9,839958,41.25,0.47,5.56,11.25,0.27,3.67,30,33.83,4.56,40.28
70.99,2,1602,1601.5,1,1990,2spring,5,22,71,3,0.07,0.01,0.025,4.9,0.56,25.8,27.1,19.9,540456,29.64,0.33,0.72,46.57,1.57,0.64,-16.93,-11.61,-0.28,-21.49
86.71,3,1602,1601.5,1,1990,2spring,5,22,71,-0.055330634,0.005,0.005,0.014,16.21,11.312,43.4,34.6,24.4,843368,7,0.08,0.24,98.04,14,0.07,-91.04,-22.63,-0.76,-26.84
175.05,4,1601,1601.5,1,1990,2spring,5,21,71,1.840755735,0.01,0.005,0.019,24.36,8.148,41,42.2,78.6,3315389,21.05,0.24,3.01,10.52,0.5,2,10.52,14.04,2.01,4.24
195.59,5,1601,1601.5,1,1990,2spring,5,21,71,10.94871795,0.02,0.005,0.013,51.24,26.88,62.8,51.9,29.2,1514907,88.54,1,4.21,44.27,0.5,2,44.27,67.5,3.21,44.55
0,,1616,1616.833333,1,1990,2spring,6,5,72,,0.05,0.02,0.02,4.62,,8.9,,,,19.96,0.05,,,,,,,,
42.34,1,1617,1616.833333,1,1990,2spring,6,6,72,3.564629259,0.15,0.005,0.018,7.03,2.408,29.1,19,44.9,852531,91.11,0.23,4.56,30.37,0.33,3,60.74,71.15,3.56,83.46
70.99,2,1617,1616.833333,1,1990,2spring,6,6,72,4.732965932,0.14,0.03,0.057,9.46,2.436,25.9,27.5,19.9,547348,114.43,0.29,1.26,122.6,1.07,0.93,-8.17,23.32,0.26,42.6
86.71,3,1617,1616.833333,1,1990,2spring,6,6,72,6.142284569,0.06,0.005,0.03,27.5,18.032,43.4,34.6,24.4,845049,142.56,0.37,1.25,332.64,2.33,0.43,-190.08,28.13,0.25,33.29
175.05,4,1617,1616.833333,1,1990,2spring,6,6,72,13.16833667,0.07,0.005,0.033,46.76,19.264,41,42.2,78.6,3315634,282.8,0.73,1.98,242.4,0.86,1.17,40.4,140.24,0.98,42.3
195.59,5,1617,1616.833333,1,1990,2spring,6,6,72,18.51352705,0.05,0.005,0.02,90.16,43.4,64.2,52.6,29.2,1536082,389.49,1,1.38,545.29,1.4,0.71,-155.8,106.69,0.38,69.45
0,,1630,1630.166667,1,1990,2spring,6,19,73,,0.02,0.01,0.02,6.66,,8.9,,,,11.51,0.2,,,,,,,,
42.34,1,1631,1630.166667,1,1990,2spring,6,20,73,2.006081668,0.05,0.005,0.012,8.01,1.344,29.3,19.1,44.9,857111,34.6,0.6,3.01,13.84,0.4,2.5,20.76,23.09,2.01,26.94
70.99,2,1631,1630.166667,1,1990,2spring,6,20,73,2.3214596,0.05,0.005,0.034,8.85,0.84,25.9,27.6,19.9,549372,38.23,0.66,1.1,38.23,1,1,0,3.63,0.1,6.61
86.71,3,1631,1630.166667,1,1990,2spring,6,20,73,-0.264118158,0.005,0.005,0.023,19.6,10.752,43.4,34.6,24.4,845027,8.47,0.15,0.22,84.67,10,0.1,-76.2,-29.76,-0.78,-35.22
175.05,4,1629,1630.166667,1,1990,2spring,6,18,73,4.086012163,0.02,0.005,0.027,33.88,14.28,41,42.2,78.6,3315599,58.54,1.01,6.91,14.64,0.25,4,43.91,50.08,5.91,15.1
195.59,5,1629,1630.166667,1,1990,2spring,6,18,73,4.023457863,0.01,0.005,0.019,66.92,33.04,63.5,52.2,29.2,1524914,57.82,1,0.99,115.64,2,0.5,-57.82,-0.73,-0.01,-0.48
0,,1658,1658.5,1,1990,3summer,7,17,74,,0.03,0.01,0.05,1.04,,8.9,,,,2.7,0.25,,,,,,,,
42.34,1,1659,1658.5,1,1990,3summer,7,18,74,2.681481481,0.1,0.005,0.005,1.15,0.112,27.8,18.4,44.9,824866,9.94,0.92,3.69,2.98,0.3,3.33,6.96,7.24,2.69,8.78
70.99,2,1659,1658.5,1,1990,3summer,7,18,74,1.014814815,0.03,0.005,0.068,2.1,0.952,23.2,25.5,19.9,508236,5.44,0.5,0.55,18.14,3.33,0.3,-12.7,-4.49,-0.45,-8.84
86.71,3,1659,1658.5,1,1990,3summer,7,18,74,-0.1,0.005,0.005,0.034,5.63,3.528,41.4,32.3,24.4,788022,2.43,0.23,0.45,14.59,6,0.17,-12.16,-3.01,-0.55,-3.82
175.05,4,1658,1658.5,1,1990,3summer,7,17,74,0.818518519,0.005,0.005,0.016,11.37,5.74,40.8,41.1,78.6,3231359,4.91,0.46,2.02,4.91,1,1,0,2.48,1.02,0.77
195.59,5,1658,1658.5,1,1990,3summer,7,17,74,2.996296296,0.005,0.005,0.006,24.98,13.608,60.9,50.9,29.2,1485473,10.79,1,2.2,10.79,1,1,0,5.88,1.2,3.96
0,,1678,1678.333333,1,1990,3summer,8,6,75,,0.01,0.01,0.03,0.64,,8.8,,,,0.55,0.01,,,,,,,,
42.34,1,1679,1678.333333,1,1990,3summer,8,7,75,14.83636364,0.12,0.005,0.006,0.84,0.196,27.8,18.3,44.9,820918,8.71,0.21,15.75,0.73,0.08,12,7.98,8.16,14.75,9.94
70.99,2,1679,1678.333333,1,1990,3summer,8,7,75,0.054545455,0.005,0.005,0.047,1.34,0.504,19.8,23.8,19.9,473516,0.58,0.01,0.07,13.89,24,0.04,-13.31,-8.13,-0.93,-17.17
86.71,3,1680,1678.333333,1,1990,3summer,8,8,75,2.581818182,0.005,0.005,0.029,4.56,3.22,39.8,29.8,24.4,727054,1.97,0.05,3.4,1.97,1,1,0,1.39,2.4,1.91
175.05,4,1677,1678.333333,1,1990,3summer,8,5,75,5.109090909,0.005,0.005,0.009,7.78,3.22,40,39.9,78.6,3138023,3.36,0.08,1.71,3.36,1,1,0,1.39,0.71,0.44
195.59,5,1677,1678.333333,1,1990,3summer,8,5,75,75.25454545,0.03,0.005,0.006,16.18,8.4,59.8,49.9,29.2,1457538,41.94,1,12.48,6.99,0.17,6,34.95,38.58,11.48,26.47
0,,1715,1714,1,1990,3summer,9,12,76,,0.01,0.01,0.04,1.37,,8.9,,,,1.18,0.15,,,,,,,,
42.34,1,1714,1714,1,1990,3summer,9,11,76,9.076271186,0.04,0.005,0.003,3.44,2.072,28.3,18.6,44.9,835731,11.89,1.46,10.04,2.97,0.25,4,8.92,10.7,9.04,12.81
70.99,2,1714,1714,1,1990,3summer,9,11,76,0.483050847,0.005,0.005,0.012,4.06,0.616,25.6,26.9,19.9,536646,1.75,0.22,0.15,14.03,8,0.13,-12.28,-10.13,-0.85,-18.89
86.71,3,1715,1714,1,1990,3summer,9,12,76,12.59322034,0.03,0.005,0.011,6.19,2.128,41.9,33.7,24.4,823371,16.04,1.97,9.15,2.67,0.17,6,13.37,14.29,8.15,17.36
175.05,4,1713,1714,1,1990,3summer,9,10,76,3.584745763,0.005,0.005,0.016,12.52,6.328,40.9,41.4,78.6,3254753,5.41,0.66,0.34,32.45,6,0.17,-27.04,-10.64,-0.66,-3.27
195.59,5,1713,1714,1,1990,3summer,9,10,76,5.906779661,0.005,0.005,0.007,18.87,6.356,60.2,50.6,29.2,1476037,8.15,1,1.51,8.15,1,1,0,2.74,0.51,1.86
0,,1749,1749.166667,1,1990,4autumn,10,16,77,,0.04,0.01,0.01,2.21,,8.9,,,,7.64,0.2,,,,,,,,
42.34,1,1750,1749.166667,1,1990,4autumn,10,17,77,5.378272251,0.12,0.005,0.003,4.7,2.492,28.6,18.7,44.9,841640,48.73,1.3,6.38,16.24,0.33,3,32.49,41.09,5.38,48.82
70.99,2,1750,1749.166667,1,1990,4autumn,10,17,77,3.828534031,0.07,0.005,0.006,6.1,1.4,25.9,27.2,19.9,542163,36.89,0.99,0.76,63.24,1.71,0.58,-26.35,-11.84,-0.24,-21.83
86.71,3,1750,1749.166667,1,1990,4autumn,10,17,77,-0.493455497,0.005,0.005,0.007,8.96,2.856,43.1,34.5,24.4,840750,3.87,0.1,0.1,54.19,14,0.07,-50.32,-33.02,-0.9,-39.28
175.05,4,1748,1749.166667,1,1990,4autumn,10,15,77,2.469895288,0.02,0.005,0.014,15.34,6.384,41,42,78.6,3302177,26.51,0.71,6.85,6.63,0.25,4,19.88,22.64,5.85,6.86
195.59,5,1748,1749.166667,1,1990,4autumn,10,15,77,3.890052356,0.02,0.005,0.009,21.62,6.272,60.6,50.8,29.2,1482211,37.36,1,1.41,37.36,1,1,0,10.85,0.41,7.32
0,,1778,1777.833333,1,1990,4autumn,11,14,78,,0.05,0.01,0.01,1.96,,8.9,,,,8.47,0.08,,,,,,,,
42.34,1,1779,1777.833333,1,1990,4autumn,11,15,78,9.731995277,0.21,0.005,0.001,5.01,3.052,28.6,18.8,44.9,843089,90.9,0.87,10.74,21.64,0.24,4.2,69.26,82.43,9.74,97.78
70.99,2,1779,1777.833333,1,1990,4autumn,11,15,78,11.79220779,0.2,0.005,0.006,6.27,1.26,25.9,27.3,19.9,542866,108.35,1.04,1.19,113.76,1.05,0.95,-5.42,17.44,0.19,32.13
86.71,3,1779,1777.833333,1,1990,4autumn,11,15,78,5.397874852,0.07,0.005,0.006,8.96,2.688,43.1,34.5,24.4,840824,54.19,0.52,0.5,154.83,2.86,0.35,-100.64,-54.16,-0.5,-64.41
175.05,4,1776,1777.833333,1,1990,4autumn,11,12,78,6.311688312,0.04,0.005,0.012,17.92,8.96,41,42,78.6,3302892,61.93,0.6,1.14,108.38,1.75,0.57,-46.45,7.74,0.14,2.34
195.59,5,1776,1777.833333,1,1990,4autumn,11,12,78,11.26682409,0.05,0.005,0.009,24.05,6.132,60.8,50.9,29.2,1486467,103.9,1,1.68,83.12,0.8,1.25,20.78,41.96,0.68,28.23
0,,1813,1812.5,1,1990,1winter,12,19,79,,0.32,0.08,0.01,1.06,,8.9,,,,29.31,0.17,,,,,,,,
42.34,1,1813,1812.5,1,1990,1winter,12,19,79,8.590924599,0.83,0.02,0.012,3.92,2.856,28.4,18.7,44.9,837836,281.11,1.66,9.59,108.38,0.39,2.59,172.73,251.8,8.59,300.54
70.99,2,,1812.5,1,1990,1winter,12,,79,,,,,,,,,19.9,,,,,,,,,,,
86.71,3,,1812.5,1,1990,1winter,12,,79,,,,,,,,,24.4,,,,,,,,,,,
175.05,4,1812,1812.5,1,1990,1winter,12,18,79,6.527465029,0.24,0.005,0.008,10.64,,40.8,,78.6,,220.63,1.3,,,,,,,,
195.59,5,1812,1812.5,1,1990,1winter,12,18,79,4.777550324,0.14,0.005,0.006,14,3.36,59.4,50.1,29.2,1462720,169.34,1,0.77,290.3,1.71,0.58,-120.96,-51.29,-0.23,-35.06
0,,1840,1840.5,1,1991,1winter,1,15,80,,0.37,0.1,0.02,1.68,,8.9,,,,53.71,0.14,,,,,,,,
42.34,1,1841,1840.5,1,1991,1winter,1,16,80,3.706944703,0.55,0.04,0.024,5.32,3.64,28.7,18.8,44.9,844536,252.81,0.65,4.71,170.07,0.67,1.49,82.74,199.1,3.71,235.75
70.99,2,1841,1840.5,1,1991,1winter,1,16,80,3.504189164,0.5,0.08,0.032,5.6,0.28,25.8,27.3,19.9,543189,241.92,0.62,0.96,266.11,1.1,0.91,-24.19,-10.89,-0.04,-20.04
86.71,3,1841,1840.5,1,1991,1winter,1,16,80,4.134797989,0.38,0.06,0.032,8.4,2.8,42.9,34.4,24.4,839041,275.79,0.7,1.14,362.88,1.32,0.76,-87.09,33.87,0.14,40.37
175.05,4,1840,1840.5,1,1991,1winter,1,15,80,6.229193819,0.3,0.01,0.026,14.98,6.58,41,42,78.6,3297504,388.28,0.99,1.41,491.82,1.27,0.79,-103.54,112.49,0.41,34.11
195.59,5,1840,1840.5,1,1991,1winter,1,15,80,6.292496742,0.23,0.005,0.019,19.71,4.732,60.3,50.6,29.2,1478675,391.68,1,1.01,510.88,1.3,0.77,-119.21,3.4,0.01,2.3
0,,1868,1868.166667,1,1991,1winter,2,12,81,,0.41,0.18,0.02,1.43,,8.9,,,,50.66,0.22,,,,,,,,
42.34,1,1869,1868.166667,1,1991,1winter,2,13,81,3.70844848,0.56,0.06,0.013,4.93,3.5,28.6,18.8,44.9,842702,238.53,1.05,4.71,174.64,0.73,1.37,63.89,187.88,3.71,222.95
70.99,2,1869,1868.166667,1,1991,1winter,2,13,81,4.157323332,0.54,0.11,0.029,5.6,0.672,25.8,27.2,19.9,542380,261.27,1.15,1.1,270.95,1.04,0.96,-9.68,22.74,0.1,41.93
86.71,3,1869,1868.166667,1,1991,1winter,2,13,81,4.400908014,0.39,0.06,0.022,8.12,2.52,42.9,34.4,24.4,838167,273.61,1.21,1.05,378.85,1.38,0.72,-105.24,12.34,0.05,14.72
175.05,4,1867,1868.166667,1,1991,1winter,2,11,81,5.755230951,0.27,0.005,0.017,14.67,6.552,41,41.9,78.6,3294498,342.22,1.51,1.25,494.32,1.44,0.69,-152.1,68.61,0.25,20.83
195.59,5,1867,1868.166667,1,1991,1winter,2,11,81,3.47216739,0.14,0.005,0.009,18.73,4.06,60.2,50.6,29.2,1476693,226.56,1,0.66,436.93,1.93,0.52,-210.38,-115.66,-0.34,-78.33
0,,1897,1897.166667,1,1991,2spring,3,13,82,,0.34,0.06,0.01,2.38,,8.9,,,,69.91,1.35,,,,,,,,
42.34,1,1898,1897.166667,1,1991,2spring,3,14,82,1.248033186,0.34,0.005,0.009,5.35,2.968,28.7,18.8,44.9,844678,157.16,3.04,2.25,157.16,1,1,0,87.25,1.25,103.29
70.99,2,1898,1897.166667,1,1991,2spring,3,14,82,1.39264769,0.32,0.005,0.012,6.05,0.7,25.9,27.3,19.9,543490,167.27,3.23,1.06,177.72,1.06,0.94,-10.45,10.11,0.06,18.6
86.71,3,1898,1897.166667,1,1991,2spring,3,14,82,0.998283507,0.19,0.005,0.012,8.51,2.464,43,34.4,24.4,839642,139.7,2.7,0.84,235.28,1.68,0.59,-95.58,-27.57,-0.16,-32.84
175.05,4,1896,1897.166667,1,1991,2spring,3,12,82,0.154484337,0.06,0.005,0.009,15.57,7.056,41,42,78.6,3298792,80.71,1.56,0.58,255.6,3.17,0.32,-174.88,-58.99,-0.42,-17.88
195.59,5,1896,1897.166667,1,1991,2spring,3,12,82,-0.259905593,0.03,0.005,0.006,19.96,4.396,60.3,50.7,29.2,1479257,51.74,1,0.64,103.47,2,0.5,-51.74,-28.98,-0.36,-19.59
0,,1923,1923.833333,1,1991,2spring,4,8,83,,0.24,0.02,0.01,2.32,,8.9,,,,48.11,2.27,,,,,,,,
42.34,1,1924,1923.833333,1,1991,2spring,4,9,83,2.530035336,0.36,0.005,0.005,5.46,3.136,28.7,18.8,44.9,845193,169.83,8.02,3.53,113.22,0.67,1.5,56.61,121.72,2.53,144.01
70.99,2,1924,1923.833333,1,1991,2spring,4,9,83,2.09748493,0.28,0.005,0.006,6.16,0.7,25.9,27.3,19.9,543761,149.02,7.04,0.88,191.6,1.29,0.78,-42.58,-20.81,-0.12,-38.26
86.71,3,1924,1923.833333,1,1991,2spring,4,9,83,0.661608813,0.09,0.005,0.004,10.28,4.116,43.2,34.5,24.4,842770,79.94,3.78,0.54,248.69,3.11,0.32,-168.76,-69.09,-0.46,-81.97
175.05,4,1924,1923.833333,1,1991,2spring,4,9,83,-0.844938682,0.005,0.005,0.009,17.28,7,41,42.1,78.6,3309206,7.46,0.35,0.09,134.37,18,0.06,-126.9,-72.47,-0.91,-21.9
195.59,5,1924,1923.833333,1,1991,2spring,4,9,83,-0.559966743,0.01,0.005,0.006,24.5,7.224,60.9,50.9,29.2,1487123,21.17,1,2.84,10.58,0.5,2,10.58,13.7,1.84,9.21
0,,1938,1938.833333,1,1991,2spring,4,23,84,,0.03,0.02,0.01,1.99,,8.9,,,,5.16,0.25,,,,,,,,
42.34,1,1939,1938.833333,1,1991,2spring,4,24,84,15.12403101,0.18,0.005,0.006,5.35,3.36,28.7,18.8,44.9,844678,83.2,3.97,16.13,13.87,0.17,6,69.34,78.05,15.13,92.4
70.99,2,1939,1938.833333,1,1991,2spring,4,24,84,9.408914729,0.12,0.005,0.001,5.18,-0.168,25.8,27.3,19.9,542895,53.71,2.56,0.65,80.56,1.5,0.67,-26.85,-29.5,-0.35,-54.33
86.71,3,1939,1938.833333,1,1991,2spring,4,24,84,-0.07751938,0.005,0.005,0.001,11.03,5.852,43.3,34.5,24.4,842621,4.76,0.23,0.09,114.36,24,0.04,-109.59,-48.94,-0.91,-58.08
175.05,4,1939,1938.833333,1,1991,2spring,4,24,84,0.331395349,0.005,0.005,0.004,15.9,4.872,41,42.1,78.6,3310870,6.87,0.33,1.44,6.87,1,1,0,2.1,0.44,0.64
195.59,5,1939,1938.833333,1,1991,2spring,4,24,84,3.065891473,0.01,0.005,0.003,24.28,8.372,60.8,50.9,29.2,1486646,20.98,1,3.05,10.49,0.5,2,10.49,14.11,2.05,9.49
0,,1959,1959.5,1,1991,2spring,5,14,85,,0.16,0.04,0.01,3.47,,8.9,,,,47.97,1.69,,,,,,,,
42.34,1,1960,1959.5,1,1991,2spring,5,15,85,1.976443611,0.25,0.01,0.012,6.61,3.136,29,18.9,44.9,850568,142.78,5.04,2.98,91.38,0.64,1.56,51.4,94.81,1.98,111.46
70.99,2,1960,1959.5,1,1991,2spring,5,15,85,1.550343965,0.2,0.005,0.008,7.08,0.476,25.9,27.4,19.9,546361,122.34,4.32,0.86,152.93,1.25,0.8,-30.59,-20.43,-0.14,-37.4
86.71,3,1960,1959.5,1,1991,2spring,5,15,85,-0.400875547,0.02,0.005,0.012,16.63,9.548,43.4,34.6,24.4,844848,28.74,1.02,0.23,287.37,10,0.1,-258.63,-93.61,-0.77,-110.8
175.05,4,1959,1959.5,1,1991,2spring,5,14,85,-0.848238482,0.005,0.005,0.01,16.86,0.224,41,42.2,78.6,3314966,7.28,0.26,0.25,29.13,4,0.25,-21.85,-21.45,-0.75,-6.47
195.59,5,1959,1959.5,1,1991,2spring,5,14,85,-0.410047947,0.01,0.005,0.008,32.76,15.904,61.6,51.3,29.2,1497974,28.3,1,3.89,14.15,0.5,2,14.15,21.02,2.89,14.03
0,,1974,1974.166667,1,1991,2spring,5,29,86,,0.06,0.01,0.02,9.02,,8.9,,,,46.76,0.1,,,,,,,,
42.34,1,1975,1974.166667,1,1991,2spring,5,30,86,1.49893071,0.14,0.005,0.018,9.66,0.644,29.6,19.3,44.9,864824,116.85,0.24,2.5,50.08,0.43,2.33,66.77,70.09,1.5,81.04
70.99,2,1975,1974.166667,1,1991,2spring,5,30,86,1.700598802,0.14,0.005,0.03,10.44,0.784,25.9,27.8,19.9,552809,126.28,0.26,1.08,126.28,1,1,0,9.43,0.08,17.07
86.71,3,1975,1974.166667,1,1991,2spring,5,30,86,4.656330197,0.12,0.005,0.023,25.51,15.064,43.4,34.6,24.4,845056,264.49,0.55,2.09,308.57,1.17,0.86,-44.08,138.21,1.09,163.55
175.05,4,1973,1974.166667,1,1991,2spring,5,28,86,8.78849444,0.11,0.005,0.031,48.16,22.652,41,42.2,78.6,3315634,457.71,0.96,1.73,499.32,1.09,0.92,-41.61,193.22,0.73,58.28
195.59,5,1973,1974.166667,1,1991,2spring,5,28,86,9.243798118,0.06,0.005,0.019,92.4,44.24,64.3,52.6,29.2,1537001,479,1,1.05,878.17,1.83,0.55,-399.17,21.29,0.05,13.85
0,,1987,1987.5,1,1991,2spring,6,11,87,,0.02,0.01,0.02,16.74,,8.9,,,,28.93,0.1,,,,,,,,
42.34,1,1988,1987.5,1,1991,2spring,6,12,87,3.582440373,0.08,0.005,0.023,19.18,2.436,31.6,20.3,44.9,909321,132.57,0.45,4.58,33.14,0.25,4,99.43,103.65,3.58,113.98
70.99,2,1988,1987.5,1,1991,2spring,6,12,87,3.683027999,0.08,0.02,0.034,19.6,0.42,25.9,28.7,19.9,572553,135.48,0.46,1.02,135.48,1,1,0,2.9,0.02,5.07
86.71,3,1988,1987.5,1,1991,2spring,6,12,87,5.062564812,0.05,0.005,0.028,40.6,21,43.4,34.6,24.4,845061,175.39,0.59,1.29,280.63,1.6,0.63,-105.24,39.92,0.29,47.24
175.05,4,1987,1987.5,1,1991,2spring,6,11,87,7.980988593,0.06,0.005,0.032,50.12,9.52,41,42.2,78.6,3315635,259.82,0.88,1.48,216.52,0.83,1.2,43.3,84.43,0.48,25.46
195.59,5,1987,1987.5,1,1991,2spring,6,11,87,9.260629105,0.03,0.005,0.022,114.52,64.4,64.8,52.9,29.2,1545042,296.84,1,1.14,593.67,2,0.5,-296.84,37.01,0.14,23.96
0,,2000,2000.833333,1,1991,2spring,6,24,88,,0.02,0.01,0.02,9.49,,8.9,,,,16.4,0.53,,,,,,,,
42.34,1,2001,2000.833333,1,1991,2spring,6,25,88,3.391463415,0.08,0.005,0.015,10.42,0.924,29.8,19.3,44.9,868376,72.02,2.34,4.39,18.01,0.25,4,54.02,55.62,3.39,64.06
70.99,2,2001,2000.833333,1,1991,2spring,6,25,88,4.870121951,0.09,0.005,0.032,12.38,1.96,25.9,27.8,19.9,554388,96.27,3.12,1.34,85.57,0.89,1.13,10.7,24.24,0.34,43.73
86.71,3,2001,2000.833333,1,1991,2spring,6,25,88,2.615853659,0.03,0.005,0.024,22.88,10.5,43.4,34.6,24.4,845059,59.3,1.92,0.62,177.91,3,0.33,-118.61,-36.96,-0.38,-43.74
175.05,4,2001,2000.833333,1,1991,2spring,6,25,88,-0.004268293,0.005,0.005,0.029,37.8,14.924,41,42.2,78.6,3315629,16.33,0.53,0.28,97.98,6,0.17,-81.65,-42.98,-0.72,-12.96
195.59,5,2001,2000.833333,1,1991,2spring,6,25,88,0.880487805,0.005,0.005,0.017,71.4,33.6,63.6,52.3,29.2,1527342,30.84,1,1.89,30.84,1,1,0,14.52,0.89,9.5
0,,2021,2022.5,1,1991,3summer,7,15,89,,0.01,0.02,0.04,2.35,,8.9,,,,2.03,0.18,,,,,,,,
42.34,1,2022,2022.5,1,1991,3summer,7,16,89,1.674876847,0.02,0.005,0.005,3.14,0.784,28.3,18.6,44.9,834349,5.43,0.48,2.67,2.71,0.5,2,2.71,3.4,1.67,4.07
70.99,2,2023,2022.5,1,1991,3summer,7,17,89,-0.236453202,0.005,0.005,0.021,3.58,0.448,25.4,26.8,19.9,533814,1.55,0.14,0.29,6.19,4,0.25,-4.64,-3.88,-0.71,-7.27
86.71,3,2023,2022.5,1,1991,3summer,7,17,89,0.472906404,0.005,0.005,0.027,6.92,3.332,42.4,33.9,24.4,826504,2.99,0.27,1.93,2.99,1,1,0,1.44,0.93,1.75
175.05,4,2023,2022.5,1,1991,3summer,7,17,89,1.295566502,0.005,0.005,0.025,10.78,3.864,40.8,41.6,78.6,3268451,4.66,0.41,1.56,4.66,1,1,0,1.67,0.56,0.51
195.59,5,2023,2022.5,1,1991,3summer,7,17,89,4.527093596,0.005,0.005,0.012,25.98,15.204,61,50.9,29.2,1486116,11.22,1,2.41,11.22,1,1,0,6.57,1.41,4.42
0,,2050,2050.333333,1,1991,3summer,8,13,90,,0.01,0.01,0.09,0.56,,8.7,,,,0.48,0.08,,,,,,,,
42.34,1,2051,2050.333333,1,1991,3summer,8,14,90,24.35416667,0.22,0.005,0.003,0.64,0.084,27.7,18.2,44.9,818068,12.17,2.06,25.14,0.55,0.05,22,11.61,11.68,24.14,14.28
70.99,2,2051,2050.333333,1,1991,3summer,8,14,90,0.083333333,0.005,0.005,0.038,1.2,0.56,18.8,23.3,19.9,463183,0.52,0.09,0.04,22.81,44,0.02,-22.29,-11.65,-0.96,-25.14
86.71,3,2051,2050.333333,1,1991,3summer,8,14,90,1.583333333,0.005,0.005,0.035,2.86,1.652,34.4,26.6,24.4,648128,1.24,0.21,2.38,1.24,1,1,0,0.72,1.38,1.11
175.05,4,2049,2050.333333,1,1991,3summer,8,12,90,4.958333333,0.005,0.005,0.009,6.61,3.752,39.3,36.8,78.6,2894059,2.86,0.48,2.31,2.86,1,1,0,1.62,1.31,0.56
195.59,5,2050,2050.333333,1,1991,3summer,8,13,90,11.3125,0.005,0.005,0.006,13.69,7.084,59.4,49.3,29.2,1440558,5.91,1,2.07,5.91,1,1,0,3.06,1.07,2.12
0,,2084,2085.166667,1,1991,3summer,9,16,91,,0.02,0.01,0.02,1.57,,8.9,,,,2.71,0.08,,,,,,,,
42.34,1,2085,2085.166667,1,1991,3summer,9,17,91,4.180811808,0.05,0.005,0.001,3.25,1.68,28.3,18.6,44.9,834858,14.04,0.43,5.18,5.62,0.4,2.5,8.42,11.33,4.18,13.57
70.99,2,2085,2085.166667,1,1991,3summer,9,17,91,0.10701107,0.01,0.005,0.009,3.47,0.224,25.3,26.8,19.9,533354,3,0.09,0.21,14.99,5,0.2,-11.99,-11.04,-0.79,-20.7
86.71,3,2085,2085.166667,1,1991,3summer,9,17,91,-0.103321033,0.005,0.005,0.008,5.63,2.156,41.4,33.3,24.4,813455,2.43,0.07,0.81,4.86,2,0.5,-2.43,-0.57,-0.19,-0.7
175.05,4,2086,2085.166667,1,1991,3summer,9,18,91,0.863468635,0.005,0.005,0.007,11.68,6.048,40.9,41.1,78.6,3232300,5.05,0.15,2.07,5.05,1,1,0,2.61,1.07,0.81
195.59,5,2086,2085.166667,1,1991,3summer,9,18,91,11.03321033,0.02,0.005,0.004,18.87,7.196,60.2,50.5,29.2,1475314,32.61,1,6.46,8.15,0.25,4,24.46,27.56,5.46,18.68
0,,2119,2120.166667,1,1991,4autumn,10,21,92,,0.01,0.01,0.01,1.46,,8.9,,,,1.26,0.07,,,,,,,,
42.34,1,2120,2120.166667,1,1991,4autumn,10,22,92,30.88888889,0.1,0.005,0.003,4.65,3.192,28.6,18.7,44.9,841396,40.18,2.3,31.85,4.02,0.1,10,36.16,38.91,30.85,46.25
70.99,2,2120,2120.166667,1,1991,4autumn,10,22,92,9.817460317,0.03,0.005,0.004,5.26,0.616,25.8,27.2,19.9,541524,13.63,0.78,0.34,45.45,3.33,0.3,-31.81,-26.54,-0.66,-49.01
86.71,3,2120,2120.166667,1,1991,4autumn,10,22,92,1.849206349,0.005,0.005,0.006,8.32,3.052,42.9,34.4,24.4,838468,3.59,0.21,0.26,21.57,6,0.17,-17.97,-10.04,-0.74,-11.97
